,Year,Coal Prod_x,Gas Prod_x,Oil Prod_x,Coal Prod_y,Gas Prod_y,Oil Prod_y,Coal EROI,Gas EROI,Oil EROI,Total Prod Gross,Total Prod Net,Coal %,Gas %,Oil %,EROI Total
186,1896,15.01789994,0.084660192,0.44757591,14.40285498,0.081973204,0.42495019,24.41756446,31.50747935,19.78173122,1.56E+01,1.49E+01,0.97,0.01,0.03,24.32
187,1897,15.61975668,0.088739718,0.47026587,14.99258975,0.085926218,0.446656985,24.9052621,31.54068756,19.91902038,1.62E+01,1.55E+01,0.97,0.01,0.03,24.80
188,1898,16.23970068,0.094244461,0.48572909,15.60115142,0.091259734,0.461519405,25.43218161,31.57556222,20.06342066,1.68E+01,1.62E+01,0.97,0.01,0.03,25.31
189,1899,16.88605679,0.090104561,0.49503263,16.23663747,0.087254294,0.470541484,26.00177781,31.61267456,20.21271833,1.75E+01,1.68E+01,0.97,0.01,0.03,25.87
190,1900,17.55267838,0.0948596,0.49388938,16.89325217,0.091862288,0.469637528,26.61810816,31.64822834,20.36501703,1.81E+01,1.75E+01,0.97,0.01,0.03,26.47
191,1901,18.25066828,0.151758951,0.48642534,17.58178677,0.146969447,0.462717041,27.28535315,31.68573418,20.51709129,1.89E+01,1.82E+01,0.97,0.01,0.03,27.15
192,1902,18.96441396,0.159308521,0.50647356,18.28731866,0.154290282,0.481967143,28.00848596,31.74589897,20.66697685,1.96E+01,1.89E+01,0.97,0.01,0.03,27.85
193,1903,19.70014661,0.176035467,0.53592944,19.01592977,0.170501374,0.510192234,28.79225633,31.8092716,20.82313988,2.04E+01,1.97E+01,0.97,0.01,0.03,28.61
194,1904,20.45577858,0.211190926,0.51988066,19.76568484,0.204566275,0.495110848,29.64202871,31.87955463,20.98847818,2.12E+01,2.05E+01,0.97,0.01,0.02,29.45
195,1905,21.2156694,0.233284855,0.51316365,20.52151794,0.225986546,0.488899376,30.5634585,31.96422975,21.14893861,2.20E+01,2.12E+01,0.97,0.01,0.02,30.36
196,1906,21.99055818,0.353632678,0.5922301,21.29381247,0.342601725,0.564435499,31.56181351,32.05821598,21.30737909,2.29E+01,2.22E+01,0.96,0.02,0.03,31.30
197,1907,22.76795153,0.40586387,0.61202679,22.07047046,0.393260027,0.583547545,32.64311025,32.20159756,21.49027477,2.38E+01,2.30E+01,0.96,0.02,0.03,32.35
198,1908,23.55926545,0.501813865,0.6145242,22.86251298,0.486310237,0.586178081,33.81296322,32.36751284,21.67930606,2.47E+01,2.39E+01,0.95,0.02,0.02,33.48
199,1909,24.36000469,0.536433912,0.60472271,23.66554602,0.519966087,0.577070788,35.07768821,32.57466701,21.86910203,2.55E+01,2.48E+01,0.96,0.02,0.02,34.71
200,1910,25.16792006,0.555958235,0.6545687,24.47731771,0.539007561,0.624890899,36.44343263,32.79859142,22.05583565,2.64E+01,2.56E+01,0.95,0.02,0.02,36.01
201,1911,25.98653636,0.607576907,1.06431891,25.3011676,0.589184094,1.016501307,37.91613767,33.03338647,22.2578893,2.77E+01,2.69E+01,0.94,0.02,0.04,37.21
202,1912,26.80286815,0.62327584,1.13985995,26.12434401,0.604555008,1.089392799,39.5017168,33.29316982,22.58617571,2.86E+01,2.78E+01,0.94,0.02,0.04,38.69
203,1913,27.62052821,0.642668022,1.33830892,26.95020579,0.623519998,1.279962437,41.20483981,33.56314994,22.93726791,2.96E+01,2.89E+01,0.93,0.02,0.05,40.21
204,1914,28.23933543,0.676620994,1.65303969,27.58305931,0.656629386,1.58224141,43.02965592,33.84525171,23.3485854,3.06E+01,2.98E+01,0.92,0.02,0.05,41.76
205,1915,28.71150606,0.701524538,1.81995184,28.07298097,0.680979908,1.743659152,44.96535327,34.14637023,23.85486595,3.12E+01,3.05E+01,0.92,0.02,0.06,43.49
206,1916,29.13095554,0.706652242,2.10413183,28.5111706,0.686147613,2.017930072,47.00171628,34.46305872,24.40938413,3.19E+01,3.12E+01,0.91,0.02,0.07,45.24
207,1917,29.51677384,0.701965684,2.21837761,28.91601863,0.681786552,2.129804755,49.13278082,34.78671405,25.04579544,3.24E+01,3.17E+01,0.91,0.02,0.07,47.18
208,1918,29.53938955,0.711397396,2.34344502,28.96415736,0.691137098,2.252296418,51.35211561,35.11287843,25.71015872,3.26E+01,3.19E+01,0.91,0.02,0.07,49.15
209,1919,29.45318272,0.733525816,2.46575825,28.90394783,0.712832918,2.372369904,53.62584006,35.44819181,26.40327568,3.27E+01,3.20E+01,0.90,0.02,0.08,51.16
210,1920,29.58842784,0.747620239,2.595403642,29.05946434,0.726736405,2.499707952,55.93661576,35.79899356,27.12142681,3.29E+01,3.23E+01,0.90,0.02,0.08,53.21
211,1921,29.73424893,0.766280653,3.01864086,29.2241591,0.745090351,2.91030359,58.29218144,36.16185511,27.86336465,3.35E+01,3.29E+01,0.89,0.02,0.09,55.05
212,1922,29.7742821,0.765331948,3.295716521,29.28363105,0.744386549,3.180907814,60.68321339,36.53938183,28.70615485,3.38E+01,3.32E+01,0.88,0.02,0.10,57.02
213,1923,30.30985287,0.759387497,3.753213462,29.82943067,0.738820232,3.62641148,63.09003457,36.92214281,29.59901264,3.48E+01,3.42E+01,0.87,0.02,0.11,58.91
214,1924,31.04524052,0.816381334,4.002295413,30.57156215,0.794498891,3.871407072,65.54076067,37.30759563,30.57793684,3.59E+01,3.52E+01,0.87,0.02,0.11,61.00
215,1925,31.93789894,0.822181424,4.477926409,31.46848769,0.800389261,4.336103329,68.03820516,37.72830664,31.57403149,3.72E+01,3.66E+01,0.86,0.02,0.12,62.98
216,1926,32.77945215,0.810703703,5.023323087,32.31501875,0.789458107,4.86935902,70.57944588,38.15867004,32.62659397,3.86E+01,3.80E+01,0.85,0.02,0.13,64.96
217,1927,33.262705,0.79676507,5.18123087,32.80793954,0.776117928,5.027605697,73.14254966,38.58960609,33.72644452,3.92E+01,3.86E+01,0.85,0.02,0.13,67.24
218,1928,33.53206306,0.818516471,5.214723969,33.08899091,0.797539374,5.06474423,75.68081908,39.01952874,34.7695228,3.96E+01,3.90E+01,0.85,0.02,0.13,69.53
219,1929,33.64128539,1.009983442,5.672405553,33.21087102,0.984393392,5.513629819,78.16022878,39.46781762,35.72589738,4.03E+01,3.97E+01,0.83,0.03,0.14,71.22
220,1930,33.46790459,1.083776158,6.082807182,33.05242792,1.056702239,5.916892209,80.5530295,40.03026656,36.66219567,4.06E+01,4.00E+01,0.82,0.03,0.15,72.90
221,1931,32.84824021,1.080091919,6.415442366,32.45164901,1.053518304,6.244596175,82.82644785,40.64527545,37.55098265,4.03E+01,3.97E+01,0.81,0.03,0.16,74.50
222,1932,32.55720992,1.077416994,6.618547945,32.17392771,1.051310478,6.446043317,84.94318055,41.27004181,38.36736452,4.03E+01,3.97E+01,0.81,0.03,0.16,76.12
223,1933,32.39189026,1.141569329,6.715820692,32.01922915,1.114327537,6.544017691,86.92050032,41.90507448,39.09024088,4.02E+01,3.97E+01,0.80,0.03,0.17,77.66
224,1934,32.65371582,1.199620648,6.796678004,32.28583599,1.171454465,6.625530037,88.76190891,42.59081314,39.71229184,4.07E+01,4.01E+01,0.80,0.03,0.17,79.20
225,1935,33.34204279,1.306539534,7.019335829,32.97356627,1.27638333,6.844901937,90.48620889,43.32572855,40.24066515,4.17E+01,4.11E+01,0.80,0.03,0.17,80.54
226,1936,34.44342734,1.71608578,8.608405659,34.06947644,1.677210013,8.396861423,92.10681803,44.14281449,40.69317048,4.48E+01,4.41E+01,0.77,0.04,0.19,80.38
227,1937,35.55623513,2.055029977,9.33437598,35.17648548,2.009607291,9.107472278,93.63072431,45.24237031,41.13805066,4.69E+01,4.63E+01,0.76,0.04,0.20,81.08
228,1938,37.00729641,2.156594269,9.662100227,36.61792581,2.110313694,9.429318735,95.04388977,46.59826052,41.50716676,4.88E+01,4.82E+01,0.76,0.04,0.20,82.31
229,1939,38.27202955,2.296211906,11.06741725,37.87478759,2.248440464,10.80258206,96.34437732,48.06662348,41.78982897,5.16E+01,5.09E+01,0.74,0.04,0.21,82.50
230,1940,39.21179559,2.433222651,11.91286736,38.80966905,2.384245187,11.62934275,97.51108597,49.68045448,42.01704903,5.36E+01,5.28E+01,0.73,0.05,0.22,82.99
231,1941,39.5333954,2.671992766,12.85990875,39.13214437,2.620055035,12.55498964,98.52534219,51.44608184,42.17482031,5.51E+01,5.43E+01,0.72,0.05,0.23,83.08
232,1942,39.25422332,3.239597437,13.90564465,38.85919691,3.178986152,13.57668635,99.37113521,53.4487506,42.27175385,5.64E+01,5.56E+01,0.70,0.06,0.25,82.66
233,1943,38.82223892,3.464362491,14.58036202,38.43419241,3.402457319,14.23580525,100.0453254,55.96240794,42.31628388,5.69E+01,5.61E+01,0.68,0.06,0.26,82.56
234,1944,38.47302256,3.522225825,15.57564306,38.09043607,3.462270586,15.20757328,100.5603264,58.74759017,42.31709252,5.76E+01,5.68E+01,0.67,0.06,0.27,82.24
235,1945,38.37336498,3.732614346,16.63138147,37.99317657,3.67209168,16.23805234,100.9324955,61.67299941,42.28362525,5.87E+01,5.79E+01,0.65,0.06,0.28,81.83
236,1946,38.54374195,4.523955059,18.50796519,38.16278963,4.454209621,18.06962406,101.1773395,64.86381316,42.22274304,6.16E+01,6.07E+01,0.63,0.07,0.30,80.79
237,1947,38.49975528,5.626283319,19.99939372,38.11972422,5.544546915,19.52475649,101.3068653,68.83448499,42.13616739,6.41E+01,6.32E+01,0.60,0.09,0.31,80.00
238,1948,38.83758938,6.055358982,22.32859493,38.45431171,5.973404382,21.79733504,101.330165,73.88674914,42.02951361,6.72E+01,6.62E+01,0.58,0.09,0.33,79.16
239,1949,39.31926403,6.237313149,23.7831768,38.93095021,6.158753585,23.21558064,101.2564105,79.39597431,41.90158127,6.93E+01,6.83E+01,0.57,0.09,0.34,78.93
240,1950,39.89344229,6.517578879,25.38100679,39.49881786,6.44095614,24.77322482,101.0921755,85.06063587,41.76005184,7.18E+01,7.07E+01,0.56,0.09,0.35,78.66
241,1951,40.55526557,7.739190546,27.31564552,40.1531038,7.654022286,26.65911817,100.8431662,90.86942153,41.60625708,7.56E+01,7.45E+01,0.54,0.10,0.36,78.42
242,1952,41.27884065,8.84287914,28.65306317,40.86816499,8.752171112,27.96162056,100.5144571,97.48728254,41.4395387,7.88E+01,7.76E+01,0.52,0.11,0.36,78.69
243,1953,42.01960452,9.35191867,30.95072422,41.59987371,9.262435635,30.20066605,100.1108407,104.5105214,41.26443184,8.23E+01,8.11E+01,0.51,0.11,0.38,78.49
244,1954,42.74631691,9.77699689,33.81508904,42.31729772,9.689041258,32.99184952,99.63730834,111.1582808,41.07563879,8.63E+01,8.50E+01,0.50,0.11,0.39,78.01
245,1955,43.44439193,10.88539875,36.4059471,43.00599886,10.79248391,35.51517554,99.09917684,117.1545746,40.87012749,9.07E+01,8.93E+01,0.48,0.12,0.40,77.90
246,1956,44.20447547,11.72189896,38.84461268,43.75570808,11.6263419,37.88902365,98.50197656,122.6691004,40.64991473,9.48E+01,9.33E+01,0.47,0.12,0.41,77.78
247,1957,45.09822787,12.31348003,41.00109183,44.63733567,12.21677535,39.98662052,97.84983821,127.3307548,40.4162165,9.84E+01,9.68E+01,0.46,0.13,0.42,77.61
248,1958,46.09027019,14.04754722,43.22075884,45.61582369,13.94030911,42.14483905,97.1453475,130.9939794,40.17098582,1.03E+02,1.02E+02,0.45,0.14,0.42,77.92
249,1959,47.22531974,15.70539377,47.0856709,46.73538545,15.58812932,45.90599532,96.3911295,133.9314137,39.91408443,1.10E+02,1.08E+02,0.43,0.14,0.43,77.58
250,1960,48.42161616,16.79821525,50.16793694,47.91505394,16.67473932,48.90222299,95.58868403,136.0444551,39.63607791,1.15E+02,1.13E+02,0.42,0.15,0.43,77.15
251,1961,49.6377156,18.95341063,53.58567461,49.11378265,18.81542172,52.22362715,94.74058777,137.3545923,39.34200259,1.22E+02,1.20E+02,0.41,0.16,0.44,77.05
252,1962,50.88454451,21.33452744,57.75799081,50.34235446,21.18000957,56.27816649,93.85001516,138.0715911,39.03030244,1.30E+02,1.28E+02,0.39,0.16,0.44,76.75
253,1963,52.13872242,23.21069869,63.64562792,51.5776074,23.04286896,62.00091469,92.91984679,138.2990885,38.69709738,1.39E+02,1.37E+02,0.38,0.17,0.46,75.67
254,1964,53.44117881,25.74818571,67.08034178,52.86000126,25.5618199,65.33041464,91.95327536,138.159383,38.33321998,1.46E+02,1.44E+02,0.37,0.18,0.46,75.50
255,1965,54.77105431,27.80193201,71.82160987,54.16886096,27.60012062,69.92924729,90.9526059,137.7619603,37.95340845,1.54E+02,1.52E+02,0.35,0.18,0.47,74.73
256,1966,56.14521571,29.8946092,77.56171726,55.52082764,29.67671286,75.49620961,89.92038398,137.1964714,37.55092231,1.64E+02,1.61E+02,0.34,0.18,0.47,73.73
257,1967,57.50394677,31.68278119,82.92867066,56.85680754,31.4507059,80.69466472,88.85869398,136.5194091,37.12106101,1.72E+02,1.69E+02,0.33,0.18,0.48,72.70
258,1968,58.91010957,34.488135,89.21765238,58.23892691,34.23411846,86.78445897,87.77060707,135.7712167,36.66689695,1.83E+02,1.79E+02,0.32,0.19,0.49,71.87
259,1969,60.44994265,36.33733848,97.17367563,59.75237245,36.06806433,94.4881696,86.657862,134.9455132,36.18449358,1.94E+02,1.90E+02,0.31,0.19,0.50,70.42
260,1970,62.03580314,39.56596875,102.0244692,61.31041162,39.27086388,99.16393987,85.52044181,134.0742652,35.66628971,2.04E+02,2.00E+02,0.30,0.19,0.50,69.98
261,1971,63.70104172,41.48816969,105.3876928,62.94593112,41.17653152,102.3877757,84.35988243,133.129293,35.13020203,2.11E+02,2.07E+02,0.30,0.20,0.50,69.33
262,1972,65.3612574,43.27200164,109.0230076,64.57544819,42.94454211,105.8706781,83.1770062,132.1445822,34.58490144,2.18E+02,2.13E+02,0.30,0.20,0.50,68.57
263,1973,67.00086984,44.49060919,112.4310372,66.18352807,44.1513099,109.1271277,81.974117,131.1249686,34.02969659,2.24E+02,2.19E+02,0.30,0.20,0.50,67.67
264,1974,68.74370224,45.96844331,115.0607662,67.8924259,45.61507026,111.6226752,80.75368602,130.0847443,33.46646982,2.30E+02,2.25E+02,0.30,0.20,0.50,66.94
265,1975,70.61334972,46.77695827,120.7374605,69.72530841,46.41439848,117.0675976,79.51583887,129.0186053,32.89971968,2.38E+02,2.33E+02,0.30,0.20,0.51,65.60
266,1976,72.6499997,48.17196827,127.4819325,71.72168703,47.79545615,123.5369951,78.26026964,127.9426757,32.315325,2.48E+02,2.43E+02,0.29,0.19,0.51,64.31
267,1977,74.59059904,48.98540339,129.6951843,73.6217138,48.59921728,125.6050856,76.98600006,126.8440341,31.70954846,2.53E+02,2.48E+02,0.29,0.19,0.51,63.44
268,1978,76.414068,51.10878589,132.1797349,75.4045905,50.7023106,127.9302531,75.69665304,125.7365141,31.10490678,2.60E+02,2.54E+02,0.29,0.20,0.51,62.85
269,1979,78.25360898,51.76809544,131.2976578,77.20175705,51.35259212,126.9928933,74.39603122,124.5912927,30.50054342,2.61E+02,2.56E+02,0.30,0.20,0.50,62.28
270,1980,80.04312374,52.74904561,133.6890605,78.9479256,52.32172691,129.2196241,73.08551862,123.4419308,29.91183907,2.66E+02,2.60E+02,0.30,0.20,0.50,61.39
271,1981,81.85260832,54.79692518,131.9448852,80.71208389,54.34880476,127.4453456,71.76751929,122.2816953,29.32408609,2.69E+02,2.63E+02,0.30,0.20,0.49,61.22
272,1982,83.61822666,57.35007416,124.6865845,82.43119593,56.87645091,120.3504631,70.44318601,121.0879628,28.75532623,2.66E+02,2.60E+02,0.31,0.22,0.47,61.81
273,1983,85.35212639,58.83896327,120.2995962,84.11719071,58.34802937,116.0378838,69.11463302,119.8510895,28.22799543,2.64E+02,2.59E+02,0.32,0.22,0.45,61.80
274,1984,87.02948676,60.54664044,118.7309388,85.74555685,60.03610863,114.4490114,67.78367408,118.5952346,27.72838638,2.66E+02,2.60E+02,0.33,0.23,0.45,61.48
275,1985,88.81320321,62.52688975,120.1094674,87.47670977,61.99391441,115.7008039,66.45240452,117.3166675,27.2439631,2.71E+02,2.65E+02,0.33,0.23,0.44,60.82
276,1986,90.5683269,65.07165811,123.9918226,89.17754378,64.51074752,119.3587837,65.12038098,116.0107495,26.76252581,2.80E+02,2.73E+02,0.32,0.23,0.44,59.95
277,1987,92.12839002,67.45259667,127.6740788,90.68412695,66.86434959,122.8148304,63.78920288,114.6671162,26.27444966,2.87E+02,2.80E+02,0.32,0.23,0.44,59.06
278,1988,93.7703759,69.36223038,131.114216,92.26915547,68.74998063,126.0285596,62.46276284,113.2907442,25.78117879,2.94E+02,2.87E+02,0.32,0.24,0.45,58.10
279,1989,95.57416278,71.14238488,135.2901695,94.01098172,70.50657551,129.9394017,61.14081444,111.8926332,25.28425346,3.02E+02,2.94E+02,0.32,0.24,0.45,57.03
280,1990,97.41673397,73.23450104,137.6746841,95.78829288,72.57160477,132.1191502,59.8220806,110.4765622,24.78153968,3.08E+02,3.00E+02,0.32,0.24,0.45,56.21
281,1991,98.8072033,77.17502368,140.1785536,97.11839576,76.46723987,134.4051906,58.50708325,109.0375654,24.28022527,3.16E+02,3.08E+02,0.31,0.24,0.44,55.67
282,1992,99.86340602,81.95684703,144.7310454,98.11762657,81.19475139,138.6448488,57.20276171,107.5414192,23.78021184,3.27E+02,3.18E+02,0.31,0.25,0.44,55.02
283,1993,100.6996409,84.06503235,149.5017908,98.89866666,83.27177923,143.0784472,55.91398263,105.9750408,23.27476141,3.34E+02,3.25E+02,0.30,0.25,0.45,53.91
284,1994,101.577568,85.4571655,151.4185645,99.71866317,84.6385481,144.7668756,54.64376932,104.3920701,22.76392768,3.38E+02,3.29E+02,0.30,0.25,0.45,52.94
285,1995,101.563576,87.28418824,152.711039,99.6613401,86.43517905,145.8500796,53.39168356,102.8071188,22.25797174,3.42E+02,3.32E+02,0.30,0.26,0.45,52.10
286,1996,100.9796371,88.72895043,152.887304,99.0439907,87.8522958,145.860938,52.16843229,101.2131205,21.75908622,3.43E+02,3.33E+02,0.29,0.26,0.45,51.30
287,1997,100.0337041,90.02488813,153.9553201,98.07148887,89.12118772,146.7174574,50.97998444,99.6180671,21.27082606,3.44E+02,3.34E+02,0.29,0.26,0.45,50.41
288,1998,99.38008632,90.75951339,157.1776126,97.38567789,89.83363593,149.617444,49.82935535,98.02540545,20.79022583,3.47E+02,3.37E+02,0.29,0.26,0.45,49.28
289,1999,95.88476039,92.41128635,161.2738707,93.91635731,91.45311551,153.3335565,48.71195409,96.44552165,20.31076697,3.50E+02,3.39E+02,0.27,0.26,0.46,48.23
290,2000,96.68390677,95.45036689,163.9679833,94.65518741,94.44417562,155.6994269,47.6576052,94.86304473,19.83030362,3.56E+02,3.45E+02,0.27,0.27,0.46,47.50
291,2001,99.6229803,99.18421092,164.4121817,97.48595388,98.12063921,155.9169492,46.61757083,93.25578097,19.35346452,3.63E+02,3.52E+02,0.27,0.27,0.45,47.01
292,2002,103.8475046,100.6488503,164.4403552,101.5686306,99.55023754,155.7337477,45.56965476,91.61448818,18.88684608,3.69E+02,3.57E+02,0.28,0.27,0.45,46.24
293,2003,110.7516434,102.1717738,166.8790686,108.2629748,101.0362604,157.8250054,44.50236715,89.97848566,18.43140089,3.80E+02,3.67E+02,0.29,0.27,0.44,45.28
294,2004,119.2725418,103.8717434,170.1652069,116.5237978,102.6960268,160.701294,43.39165155,88.34760728,17.98042824,3.93E+02,3.80E+02,0.30,0.26,0.43,44.27
295,2005,127.9824335,106.44746,170.9093606,124.951575,105.2199739,161.1609013,42.22646272,86.71989255,17.53193562,4.05E+02,3.91E+02,0.32,0.26,0.42,43.50
296,2006,136.8218741,109.912638,171.4306658,133.4856471,108.6208084,161.4012235,41.01096123,85.08292415,17.09274168,4.18E+02,4.04E+02,0.33,0.26,0.41,42.79
297,2007,145.1118701,111.0873653,170.8595791,141.4612734,109.755783,160.6059088,39.75017828,83.42508638,16.66326051,4.27E+02,4.12E+02,0.34,0.26,0.40,41.87
298,2008,153.0168094,115.0636414,169.7210568,149.0377302,113.6566918,159.274079,38.45533136,81.78235028,16.24594787,4.38E+02,4.22E+02,0.35,0.26,0.39,41.23
299,2009,160.2102654,119.9170837,170.2271832,155.8960702,118.4202702,159.4817139,37.13560859,80.11491066,15.84176347,4.50E+02,4.34E+02,0.36,0.27,0.38,40.53
300,2010,168.7217733,119.5450689,170.9052553,164.0091843,118.0205181,159.8409015,35.80235238,78.41330544,15.44647427,4.59E+02,4.42E+02,0.37,0.26,0.37,39.32
301,2011,179.0884171,121.7296003,174.7343432,173.8899114,120.1436079,163.1314371,34.44997994,76.75295319,15.05953257,4.76E+02,4.57E+02,0.38,0.26,0.37,38.15
302,2012,190.1852674,124.4868274,174.0520069,184.434339,122.8291775,162.1907075,33.07035899,75.09838191,14.67394092,4.89E+02,4.69E+02,0.39,0.25,0.36,37.22
303,2013,201.7611498,126.7679366,173.2148905,195.3895492,125.0418693,161.101682,31.66569306,73.4432166,14.29967046,5.02E+02,4.82E+02,0.40,0.25,0.35,36.23
304,2014,213.4807739,129.8064755,172.2696109,206.4213866,127.9984651,159.9087302,30.24069447,71.7952054,13.93667777,5.16E+02,4.94E+02,0.41,0.25,0.33,35.26
305,2015,222.2936565,133.0705064,171.098314,214.5758458,131.173456,158.5034843,28.8026834,70.14600595,13.58480562,5.26E+02,5.04E+02,0.42,0.25,0.32,34.31
306,2016,230.0323648,138.4999446,170.2843853,221.6302564,136.4778898,157.4270279,27.37793361,68.49465362,13.24412007,5.39E+02,5.16E+02,0.43,0.26,0.32,33.48
307,2017,236.3169165,140.6710568,167.2008982,227.220016,138.5657446,154.2531769,25.97774032,66.81719798,12.91353852,5.44E+02,5.20E+02,0.43,0.26,0.31,32.52
308,2018,241.3082561,143.4560025,165.0762982,231.504489,141.2542542,151.9718565,24.61382979,65.15549374,12.59697306,5.50E+02,5.25E+02,0.44,0.26,0.30,31.58
309,2019,244.3902972,144.3532141,164.2117227,233.899182,142.0800585,150.8525351,23.29497807,63.50344567,12.29204402,5.53E+02,5.27E+02,0.44,0.26,0.30,30.52
310,2020,245.7381755,146.865196,162.8564378,234.5841231,144.4919371,149.2805831,22.03129103,61.88334525,11.99603573,5.55E+02,5.28E+02,0.44,0.26,0.29,29.63
311,2021,245.580185,157.4984265,170.9661199,233.7903065,154.8855357,156.3655002,20.82974704,60.27746327,11.7095112,5.74E+02,5.45E+02,0.43,0.27,0.30,28.94
312,2022,243.4506789,160.5191303,170.4836917,231.0892895,157.7799704,155.550045,19.69444304,58.60159202,11.4160791,5.74E+02,5.44E+02,0.42,0.28,0.30,28.11
313,2023,240.3846307,162.7092797,172.0987702,227.4815853,159.8517989,156.6372749,18.63006944,56.94151284,11.13079728,5.75E+02,5.44E+02,0.42,0.28,0.30,27.22
314,2024,235.8861542,163.2186096,170.697817,222.5105527,160.267459,154.9653615,17.63555494,55.30677098,10.85004294,5.70E+02,5.38E+02,0.41,0.29,0.30,26.39
315,2025,230.1827134,164.7095419,169.6091145,216.4086189,161.6431282,153.5758399,16.71127732,53.71406309,10.57856982,5.65E+02,5.32E+02,0.41,0.29,0.30,25.67
316,2026,223.7761652,168.5303034,168.9418918,209.6631966,165.2988625,152.5645011,15.85606619,52.15329908,10.31555604,5.61E+02,5.28E+02,0.40,0.30,0.30,25.09
317,2027,216.7603053,169.6789498,167.8340997,202.3735279,166.325827,151.1509188,15.06663365,50.60326062,10.06007789,5.54E+02,5.20E+02,0.39,0.31,0.30,24.43
318,2028,209.6776086,171.536279,166.5301194,195.0551742,168.0418995,149.558967,14.339446,49.08919491,9.812540455,5.48E+02,5.13E+02,0.38,0.31,0.30,23.85
319,2029,202.8537022,173.6231622,165.3333206,188.0137524,169.9759692,148.0624295,13.66943322,47.60459882,9.572946727,5.42E+02,5.06E+02,0.37,0.32,0.31,23.29
320,2030,196.5577673,176.8148052,165.0737247,181.4970649,172.983304,147.4015103,13.05103586,46.14765676,9.340862492,5.38E+02,5.02E+02,0.37,0.33,0.31,22.78
321,2031,191.0024094,181.7696618,164.7667672,175.6959277,177.7041133,146.6898417,12.47853123,44.70975054,9.114756082,5.38E+02,5.00E+02,0.36,0.34,0.31,22.35
322,2032,186.0149147,184.4834719,163.9195376,170.4439615,180.2207415,145.4902814,11.94627665,43.2782407,8.894528115,5.34E+02,4.96E+02,0.35,0.35,0.31,21.83
323,2033,181.4559886,184.8459388,163.1919716,165.6079576,180.431414,144.3925972,11.44974971,41.8722164,8.680712889,5.29E+02,4.90E+02,0.34,0.35,0.31,21.22
324,2034,176.876471,185.0531524,162.886843,160.7752506,180.4849812,143.6625123,10.98528349,40.50924225,8.472952603,5.25E+02,4.85E+02,0.34,0.35,0.31,20.62
325,2035,172.6392185,186.0800381,162.9124072,156.2763656,181.3317878,143.2144891,10.55067965,39.18918019,8.270539355,5.22E+02,4.81E+02,0.33,0.36,0.31,20.05
326,2036,169.0710725,187.1936282,162.0382527,152.4024491,182.2551554,141.9664532,10.14307351,37.90516545,8.072930991,5.18E+02,4.77E+02,0.33,0.36,0.31,19.52
327,2037,165.5173279,188.6136223,161.2540081,148.5571226,183.4681052,140.7930712,9.759158252,36.6559123,7.881066686,5.15E+02,4.73E+02,0.32,0.37,0.31,19.01
328,2038,162.7529515,189.0463991,161.2331927,145.4340038,183.7119553,140.27928,9.397392616,35.43882091,7.694658023,5.13E+02,4.69E+02,0.32,0.37,0.31,18.46
329,2039,159.5901104,188.7643425,160.8667391,141.9650909,183.2545009,139.454047,9.054748035,34.25948629,7.512681645,5.09E+02,4.65E+02,0.31,0.37,0.32,17.91
330,2040,156.1211262,188.6529798,160.6626827,138.2396723,182.9571198,138.7603314,8.730896659,33.12107006,7.33540797,5.05E+02,4.60E+02,0.31,0.37,0.32,17.39
331,2041,152.9124498,189.4954929,160.5221194,134.763241,183.5776647,138.1107616,8.425295635,32.02112091,7.162534303,5.03E+02,4.56E+02,0.30,0.38,0.32,16.91
332,2042,149.3751849,190.1489977,159.2573828,131.0161865,184.0058516,136.486422,8.136347196,30.95303194,6.993880683,4.99E+02,4.52E+02,0.30,0.38,0.32,16.47
333,2043,146.111475,191.0758798,158.8309387,127.5308663,184.6890284,135.5776788,7.863653829,29.91706956,6.830480526,4.96E+02,4.48E+02,0.29,0.39,0.32,16.03
334,2044,143.0788884,191.0058515,158.3242761,124.2669833,184.399163,134.5922005,7.605762828,28.91098185,6.671320234,4.92E+02,4.43E+02,0.29,0.39,0.32,15.57
335,2045,140.3730618,190.1506088,156.6619711,121.3043203,183.3447075,132.6206348,7.361422434,27.93907836,6.516358691,4.87E+02,4.37E+02,0.29,0.39,0.32,15.12
336,2046,137.6578086,189.3267417,154.9669112,118.3491562,182.3156741,130.6261791,7.129332762,27.00398174,6.366567395,4.82E+02,4.31E+02,0.29,0.39,0.32,14.69
337,2047,135.1479284,188.8473525,153.5106009,115.5863343,181.6129393,128.8375193,6.908840228,26.10403191,6.221784668,4.78E+02,4.26E+02,0.28,0.40,0.32,14.28
338,2048,132.8583554,189.2036346,153.1888089,113.025799,181.7063357,127.9999472,6.699003054,25.23624008,6.081609028,4.75E+02,4.23E+02,0.28,0.40,0.32,13.88
339,2049,128.9707863,189.1010476,153.6574912,109.1258724,181.3496516,127.8104416,6.498934045,24.39574065,5.944875485,4.72E+02,4.18E+02,0.27,0.40,0.33,13.49
340,2050,124.1561199,188.5996965,153.0039325,104.4813919,180.6026495,126.6730279,6.310436393,23.58366741,5.810811852,4.66E+02,4.12E+02,0.27,0.40,0.33,13.14
341,2051,119.7945271,188.2410616,151.9307911,100.2653869,179.9851182,125.1839313,6.134142429,22.80067244,5.68032256,4.60E+02,4.05E+02,0.26,0.41,0.33,12.81
