,Year,Coal Prod_x,Gas Prod_x,Oil Prod_x,Coal Prod_y,Gas Prod_y,Oil Prod_y,Coal EROI,Gas EROI,Oil EROI,Total Prod Gross,Total Prod Net,Coal %,Gas %,Oil %,EROI Total
536,2246,0,1.373376952,7.492874337,0,0.003785012,0.262026797,1.000010725,1.002763605,1.036237356,8.87E+00,2.66E-01,0.00,0.15,0.85,1.03
537,2247,0,1.27183968,7.707794113,0,0.003193291,0.261264694,1.000010725,1.002517085,1.035085431,8.98E+00,2.64E-01,0.00,0.14,0.86,1.03
538,2248,0,1.176774789,7.942012191,0,0.002687304,0.260419817,1.000010725,1.002288845,1.033901801,9.12E+00,2.63E-01,0.00,0.13,0.87,1.03
539,2249,0,1.087625445,8.157161519,0,0.002255086,0.258167711,1.000010725,1.002077711,1.03268362,9.24E+00,2.60E-01,0.00,0.12,0.88,1.03
540,2250,0,1.004883038,8.316402058,0,0.001888249,0.25345028,1.000010725,1.001882611,1.031433932,9.32E+00,2.55E-01,0.00,0.11,0.89,1.03
541,2251,0,0.926121003,8.416633773,0,0.001573938,0.246424981,1.000010725,1.001702388,1.030161406,9.34E+00,2.48E-01,0.00,0.10,0.90,1.03
542,2252,0,0.852851838,8.463173141,0,0.001308242,0.237516978,1.000010725,1.001536319,1.028875141,9.32E+00,2.39E-01,0.00,0.09,0.91,1.03
543,2253,0,0.7845519,8.475219283,0,0.00108386,0.227499996,1.000010725,1.001383413,1.027583382,9.26E+00,2.29E-01,0.00,0.08,0.92,1.03
544,2254,0,0.719491887,8.462637471,0,0.000893055,0.216794838,1.000010725,1.001242772,1.026291411,9.18E+00,2.18E-01,0.00,0.08,0.92,1.02
545,2255,0,0.647167213,8.43798079,0,0.000720021,0.205828331,1.000010725,1.001113812,1.025002978,9.09E+00,2.07E-01,0.00,0.07,0.93,1.02
546,2256,0,0.588941926,8.409297909,0,0.000587078,0.194846061,1.000010725,1.00099783,1.02371991,9.00E+00,1.95E-01,0.00,0.07,0.93,1.02
547,2257,0,0.538558775,8.384646012,0,0.000480124,0.184044472,1.000010725,1.000892294,1.022442801,8.92E+00,1.85E-01,0.00,0.06,0.94,1.02
548,2258,0,0.489623198,8.370269541,0,0.00038933,0.173533289,1.000010725,1.000795796,1.021171023,8.86E+00,1.74E-01,0.00,0.06,0.94,1.02
549,2259,0,0.442929333,8.36620746,0,0.000313405,0.16326322,1.000010725,1.000708074,1.019903002,8.81E+00,1.64E-01,0.00,0.05,0.95,1.02
550,2260,0,0.39997539,8.366163772,0,0.000251317,0.153068854,1.000010725,1.000628725,1.018637171,8.77E+00,1.53E-01,0.00,0.05,0.95,1.02
551,2261,0,0.360196719,8.362539151,0,0.000200545,0.142800833,1.000010725,1.000557077,1.017372917,8.72E+00,1.43E-01,0.00,0.04,0.96,1.02
552,2262,0,0.321761706,8.315916176,0,0.000158408,0.131851656,1.000010725,1.000492558,1.016110779,8.64E+00,1.32E-01,0.00,0.04,0.96,1.02
553,2263,0,0.287397383,8.122484783,0,0.000124943,0.118910942,1.000010725,1.000434927,1.014857231,8.41E+00,1.19E-01,0.00,0.03,0.97,1.01
554,2264,0,0.254842658,7.815194909,0,9.77E-05,0.105121705,1.000010725,1.000383454,1.013634333,8.07E+00,1.05E-01,0.00,0.03,0.97,1.01
555,2265,0,0.225010488,7.419156498,0,7.60E-05,0.09129845,1.000010725,1.000337814,1.012459091,7.64E+00,9.14E-02,0.00,0.03,0.97,1.01
556,2266,0,0.199037362,7.010079493,0,5.92E-05,0.078634922,1.000010725,1.000297519,1.011344666,7.21E+00,7.87E-02,0.00,0.03,0.97,1.01
557,2267,0,0.175732991,6.730693841,0,4.60E-05,0.068571986,1.000010725,1.000261876,1.010292815,6.91E+00,6.86E-02,0.00,0.03,0.97,1.01
558,2268,0,0.154402031,6.464909493,0,3.56E-05,0.059467575,1.000010725,1.000230407,1.009283915,6.62E+00,5.95E-02,0.00,0.02,0.98,1.01
559,2269,0,0.135626913,6.176856401,0,2.75E-05,0.050941897,1.000010725,1.000202759,1.008315803,6.31E+00,5.10E-02,0.00,0.02,0.98,1.01
560,2270,0,0.119866843,5.830254518,0,2.14E-05,0.042779247,1.000010725,1.000178473,1.007391694,5.95E+00,4.28E-02,0.00,0.02,0.98,1.01
561,2271,0,0.105253642,5.38977,0,1.65E-05,0.034914818,1.000010725,1.00015701,1.006520217,5.50E+00,3.49E-02,0.00,0.02,0.98,1.01
562,2272,0,0.091845377,4.95644,0,1.27E-05,0.028166326,1.000010725,1.000138164,1.005715252,5.05E+00,2.82E-02,0.00,0.02,0.98,1.01
563,2273,0,0.079159914,4.53028,0,9.63E-06,0.022429142,1.000010725,1.00012172,1.004975573,4.61E+00,2.24E-02,0.00,0.02,0.98,1.00
564,2274,0,0.067705112,4.12918,0,7.28E-06,0.017679324,1.000010725,1.000107546,1.004299969,4.20E+00,1.77E-02,0.00,0.02,0.98,1.00
565,2275,0,0.057974887,3.75314,0,5.53E-06,0.013777964,1.000010725,1.000095424,1.003684576,3.81E+00,1.38E-02,0.00,0.02,0.98,1.00
566,2276,0,0.049458356,3.38786,0,4.21E-06,0.010555945,1.000010725,1.000085044,1.003125554,3.44E+00,1.06E-02,0.00,0.01,0.99,1.00
567,2277,0,0.042138605,3.06554,0,3.21E-06,0.008014406,1.000010725,1.000076189,1.002621207,3.11E+00,8.02E-03,0.00,0.01,0.99,1.00
568,2278,0,0.035815967,2.7504,0,2.46E-06,0.00594192,1.000010725,1.000068644,1.002165061,2.79E+00,5.94E-03,0.00,0.01,0.99,1.00
569,2279,0,0.029896415,2.43883,0,1.86E-06,0.004275042,1.000010725,1.000062232,1.001755985,2.47E+00,4.28E-03,0.00,0.01,0.99,1.00
570,2280,0,0.024882809,2.14516,0,1.42E-06,0.002984883,1.000010725,1.000056879,1.001393389,2.17E+00,2.99E-03,0.00,0.01,0.99,1.00
571,2281,0,0.020308077,1.83718,0,1.06E-06,0.001972047,1.000010725,1.000052424,1.001074563,1.86E+00,1.97E-03,0.00,0.01,0.99,1.00
572,2282,0,0.016324676,1.5471,0,7.96E-07,0.00123915,1.000010725,1.000048789,1.000801592,1.56E+00,1.24E-03,0.00,0.01,0.99,1.00
573,2283,0,0.013196621,1.2606,0,6.05E-07,0.000720373,1.000010725,1.000045866,1.000571779,1.27E+00,7.21E-04,0.00,0.01,0.99,1.00
574,2284,0,0.010468406,0.974098,0,4.55E-07,0.000374458,1.000010725,1.000043503,1.000384563,9.85E-01,3.75E-04,0.00,0.01,0.99,1.00
575,2285,0,0.008445576,0.687598,0,3.52E-07,0.000164929,1.000010725,1.000041629,1.00023992,6.96E-01,1.65E-04,0.00,0.01,0.99,1.00
576,2286,0,0.006738601,0.411853,0,2.70E-07,5.68E-05,1.000010725,1.000040117,1.000137832,4.19E-01,5.70E-05,0.00,0.02,0.98,1.00
577,2287,0,0.00522929,0.207719,0,2.03E-07,1.59E-05,1.000010725,1.000038911,1.000076689,2.13E-01,1.61E-05,0.00,0.02,0.98,1.00
578,2288,0,0.00403498,0.0680538,0,1.53E-07,3.12E-06,1.000010725,1.000037974,1.000045853,7.21E-02,3.27E-06,0.00,0.06,0.94,1.00
579,2289,0,0.00304786,0.00716937,0,1.14E-07,2.56E-07,1.000010725,1.000037252,1.000035751,1.02E-02,3.70E-07,0.00,0.30,0.70,1.00
580,2290,0,0.00210914,0,0,7.74E-08,0,1.000010725,1.000036706,1.000034686,2.11E-03,7.74E-08,0.00,1.00,0.00,1.00
581,2291,0,0.00139593,0,0,5.07E-08,0,1.000010725,1.000036329,1.000034686,1.40E-03,5.07E-08,0.00,1.00,0.00,1.00
582,2292,0,0.000631468,0,0,2.28E-08,0,1.000010725,1.000036079,1.000034686,6.31E-04,2.28E-08,0.00,1.00,0.00,1.00
583,2293,0,0.000217867,0,0,7.84E-09,0,1.000010725,1.000035966,1.000034686,2.18E-04,7.84E-09,0.00,1.00,0.00,1.00
584,2294,0,5.25E-05,0,0,1.89E-09,0,1.000010725,1.000035927,1.000034686,5.25E-05,1.89E-09,0.00,1.00,0.00,1.00
585,2295,0,5.90E-06,0,0,2.12E-10,0,1.000010725,1.000035917,1.000034686,5.90E-06,2.12E-10,0.00,1.00,0.00,1.00
586,2296,0,7.00E-06,0,0,2.51E-10,0,1.000010725,1.000035916,1.000034686,7.00E-06,2.51E-10,0.00,1.00,0.00,1.00
587,2297,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035915,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
588,2298,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035914,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
589,2299,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035912,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
590,2300,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035911,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
591,2301,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.00003591,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
592,2302,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035909,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
593,2303,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035907,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
594,2304,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035906,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
595,2305,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035905,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
596,2306,0,7.10E-06,0,0,2.55E-10,0,1.000010725,1.000035904,1.000034686,7.10E-06,2.55E-10,0.00,1.00,0.00,1.00
597,2307,0,7.08E-06,0,0,2.54E-10,0,1.000010725,1.000035902,1.000034686,7.08E-06,2.54E-10,0.00,1.00,0.00,1.00
598,2308,0,6.93E-06,0,0,2.49E-10,0,1.000010725,1.000035901,1.000034686,6.93E-06,2.49E-10,0.00,1.00,0.00,1.00
599,2309,0,6.63E-06,0,0,2.38E-10,0,1.000010725,1.0000359,1.000034686,6.63E-06,2.38E-10,0.00,1.00,0.00,1.00
600,2310,0,6.32E-06,0,0,2.27E-10,0,1.000010725,1.000035899,1.000034686,6.32E-06,2.27E-10,0.00,1.00,0.00,1.00
601,2311,0,6.01E-06,0,0,2.16E-10,0,1.000010725,1.000035897,1.000034686,6.01E-06,2.16E-10,0.00,1.00,0.00,1.00
602,2312,0,5.72E-06,0,0,2.05E-10,0,1.000010725,1.000035896,1.000034686,5.72E-06,2.05E-10,0.00,1.00,0.00,1.00
603,2313,0,5.44E-06,0,0,1.95E-10,0,1.000010725,1.000035895,1.000034686,5.44E-06,1.95E-10,0.00,1.00,0.00,1.00
604,2314,0,5.18E-06,0,0,1.86E-10,0,1.000010725,1.000035894,1.000034686,5.18E-06,1.86E-10,0.00,1.00,0.00,1.00
605,2315,0,4.93E-06,0,0,1.77E-10,0,1.000010725,1.000035893,1.000034686,4.93E-06,1.77E-10,0.00,1.00,0.00,1.00
606,2316,0,4.69E-06,0,0,1.68E-10,0,1.000010725,1.000035893,1.000034686,4.69E-06,1.68E-10,0.00,1.00,0.00,1.00
607,2317,0,4.47E-06,0,0,1.60E-10,0,1.000010725,1.000035892,1.000034686,4.47E-06,1.60E-10,0.00,1.00,0.00,1.00
608,2318,0,4.25E-06,0,0,1.53E-10,0,1.000010725,1.000035891,1.000034686,4.25E-06,1.53E-10,0.00,1.00,0.00,1.00
609,2319,0,4.05E-06,0,0,1.45E-10,0,1.000010725,1.00003589,1.000034686,4.05E-06,1.45E-10,0.00,1.00,0.00,1.00
610,2320,0,3.85E-06,0,0,1.38E-10,0,1.000010725,1.000035889,1.000034686,3.85E-06,1.38E-10,0.00,1.00,0.00,1.00
611,2321,0,3.66E-06,0,0,1.31E-10,0,1.000010725,1.000035889,1.000034686,3.66E-06,1.31E-10,0.00,1.00,0.00,1.00
612,2322,0,3.49E-06,0,0,1.25E-10,0,1.000010725,1.000035888,1.000034686,3.49E-06,1.25E-10,0.00,1.00,0.00,1.00
613,2323,0,3.32E-06,0,0,1.19E-10,0,1.000010725,1.000035887,1.000034686,3.32E-06,1.19E-10,0.00,1.00,0.00,1.00
614,2324,0,3.16E-06,0,0,1.13E-10,0,1.000010725,1.000035887,1.000034686,3.16E-06,1.13E-10,0.00,1.00,0.00,1.00
615,2325,0,3.01E-06,0,0,1.08E-10,0,1.000010725,1.000035886,1.000034686,3.01E-06,1.08E-10,0.00,1.00,0.00,1.00
616,2326,0,2.86E-06,0,0,1.03E-10,0,1.000010725,1.000035886,1.000034686,2.86E-06,1.03E-10,0.00,1.00,0.00,1.00
617,2327,0,2.72E-06,0,0,9.77E-11,0,1.000010725,1.000035885,1.000034686,2.72E-06,9.77E-11,0.00,1.00,0.00,1.00
618,2328,0,2.59E-06,0,0,9.30E-11,0,1.000010725,1.000035885,1.000034686,2.59E-06,9.30E-11,0.00,1.00,0.00,1.00
619,2329,0,2.47E-06,0,0,8.85E-11,0,1.000010725,1.000035884,1.000034686,2.47E-06,8.85E-11,0.00,1.00,0.00,1.00
620,2330,0,2.35E-06,0,0,8.42E-11,0,1.000010725,1.000035884,1.000034686,2.35E-06,8.42E-11,0.00,1.00,0.00,1.00
621,2331,0,2.23E-06,0,0,8.01E-11,0,1.000010725,1.000035883,1.000034686,2.23E-06,8.01E-11,0.00,1.00,0.00,1.00
622,2332,0,2.13E-06,0,0,7.63E-11,0,1.000010725,1.000035883,1.000034686,2.13E-06,7.63E-11,0.00,1.00,0.00,1.00
623,2333,0,2.02E-06,0,0,7.26E-11,0,1.000010725,1.000035883,1.000034686,2.02E-06,7.26E-11,0.00,1.00,0.00,1.00
624,2334,0,1.93E-06,0,0,6.91E-11,0,1.000010725,1.000035882,1.000034686,1.93E-06,6.91E-11,0.00,1.00,0.00,1.00
625,2335,0,1.83E-06,0,0,6.57E-11,0,1.000010725,1.000035882,1.000034686,1.83E-06,6.57E-11,0.00,1.00,0.00,1.00
626,2336,0,1.74E-06,0,0,6.26E-11,0,1.000010725,1.000035882,1.000034686,1.74E-06,6.26E-11,0.00,1.00,0.00,1.00
627,2337,0,1.66E-06,0,0,5.95E-11,0,1.000010725,1.000035881,1.000034686,1.66E-06,5.95E-11,0.00,1.00,0.00,1.00
628,2338,0,1.58E-06,0,0,5.67E-11,0,1.000010725,1.000035881,1.000034686,1.58E-06,5.67E-11,0.00,1.00,0.00,1.00
629,2339,0,1.50E-06,0,0,5.39E-11,0,1.000010725,1.000035881,1.000034686,1.50E-06,5.39E-11,0.00,1.00,0.00,1.00
630,2340,0,1.43E-06,0,0,5.13E-11,0,1.000010725,1.00003588,1.000034686,1.43E-06,5.13E-11,0.00,1.00,0.00,1.00
631,2341,0,1.36E-06,0,0,4.88E-11,0,1.000010725,1.00003588,1.000034686,1.36E-06,4.88E-11,0.00,1.00,0.00,1.00
632,2342,0,1.30E-06,0,0,4.65E-11,0,1.000010725,1.00003588,1.000034686,1.30E-06,4.65E-11,0.00,1.00,0.00,1.00
633,2343,0,1.23E-06,0,0,4.42E-11,0,1.000010725,1.00003588,1.000034686,1.23E-06,4.42E-11,0.00,1.00,0.00,1.00
634,2344,0,1.17E-06,0,0,4.21E-11,0,1.000010725,1.000035879,1.000034686,1.17E-06,4.21E-11,0.00,1.00,0.00,1.00
635,2345,0,1.12E-06,0,0,4.01E-11,0,1.000010725,1.000035879,1.000034686,1.12E-06,4.01E-11,0.00,1.00,0.00,1.00
636,2346,0,1.06E-06,0,0,3.81E-11,0,1.000010725,1.000035879,1.000034686,1.06E-06,3.81E-11,0.00,1.00,0.00,1.00
637,2347,0,1.01E-06,0,0,3.63E-11,0,1.000010725,1.000035879,1.000034686,1.01E-06,3.63E-11,0.00,1.00,0.00,1.00
638,2348,0,9.63E-07,0,0,3.45E-11,0,1.000010725,1.000035879,1.000034686,9.63E-07,3.45E-11,0.00,1.00,0.00,1.00
639,2349,0,9.16E-07,0,0,3.29E-11,0,1.000010725,1.000035879,1.000034686,9.16E-07,3.29E-11,0.00,1.00,0.00,1.00
640,2350,0,8.72E-07,0,0,3.13E-11,0,1.000010725,1.000035878,1.000034686,8.72E-07,3.13E-11,0.00,1.00,0.00,1.00
641,2351,0,8.30E-07,0,0,2.98E-11,0,1.000010725,1.000035878,1.000034686,8.30E-07,2.98E-11,0.00,1.00,0.00,1.00
642,2352,0,7.90E-07,0,0,2.83E-11,0,1.000010725,1.000035878,1.000034686,7.90E-07,2.83E-11,0.00,1.00,0.00,1.00
643,2353,0,7.52E-07,0,0,2.70E-11,0,1.000010725,1.000035878,1.000034686,7.52E-07,2.70E-11,0.00,1.00,0.00,1.00
644,2354,0,7.15E-07,0,0,2.57E-11,0,1.000010725,1.000035878,1.000034686,7.15E-07,2.57E-11,0.00,1.00,0.00,1.00
645,2355,0,6.81E-07,0,0,2.44E-11,0,1.000010725,1.000035878,1.000034686,6.81E-07,2.44E-11,0.00,1.00,0.00,1.00
646,2356,0,6.48E-07,0,0,2.32E-11,0,1.000010725,1.000035878,1.000034686,6.48E-07,2.32E-11,0.00,1.00,0.00,1.00
647,2357,0,6.17E-07,0,0,2.21E-11,0,1.000010725,1.000035877,1.000034686,6.17E-07,2.21E-11,0.00,1.00,0.00,1.00
648,2358,0,5.87E-07,0,0,2.11E-11,0,1.000010725,1.000035877,1.000034686,5.87E-07,2.11E-11,0.00,1.00,0.00,1.00
649,2359,0,5.59E-07,0,0,2.00E-11,0,1.000010725,1.000035877,1.000034686,5.59E-07,2.00E-11,0.00,1.00,0.00,1.00
650,2360,0,5.32E-07,0,0,1.91E-11,0,1.000010725,1.000035877,1.000034686,5.32E-07,1.91E-11,0.00,1.00,0.00,1.00
651,2361,0,5.06E-07,0,0,1.81E-11,0,1.000010725,1.000035877,1.000034686,5.06E-07,1.81E-11,0.00,1.00,0.00,1.00
652,2362,0,4.81E-07,0,0,1.73E-11,0,1.000010725,1.000035877,1.000034686,4.81E-07,1.73E-11,0.00,1.00,0.00,1.00
653,2363,0,4.58E-07,0,0,1.64E-11,0,1.000010725,1.000035877,1.000034686,4.58E-07,1.64E-11,0.00,1.00,0.00,1.00
654,2364,0,4.36E-07,0,0,1.56E-11,0,1.000010725,1.000035877,1.000034686,4.36E-07,1.56E-11,0.00,1.00,0.00,1.00
655,2365,0,4.15E-07,0,0,1.49E-11,0,1.000010725,1.000035877,1.000034686,4.15E-07,1.49E-11,0.00,1.00,0.00,1.00
656,2366,0,3.95E-07,0,0,1.42E-11,0,1.000010725,1.000035877,1.000034686,3.95E-07,1.42E-11,0.00,1.00,0.00,1.00
657,2367,0,3.76E-07,0,0,1.35E-11,0,1.000010725,1.000035877,1.000034686,3.76E-07,1.35E-11,0.00,1.00,0.00,1.00
658,2368,0,3.58E-07,0,0,1.28E-11,0,1.000010725,1.000035876,1.000034686,3.58E-07,1.28E-11,0.00,1.00,0.00,1.00
659,2369,0,3.40E-07,0,0,1.22E-11,0,1.000010725,1.000035876,1.000034686,3.40E-07,1.22E-11,0.00,1.00,0.00,1.00
660,2370,0,3.24E-07,0,0,1.16E-11,0,1.000010725,1.000035876,1.000034686,3.24E-07,1.16E-11,0.00,1.00,0.00,1.00
661,2371,0,3.08E-07,0,0,1.11E-11,0,1.000010725,1.000035876,1.000034686,3.08E-07,1.11E-11,0.00,1.00,0.00,1.00
662,2372,0,2.93E-07,0,0,1.05E-11,0,1.000010725,1.000035876,1.000034686,2.93E-07,1.05E-11,0.00,1.00,0.00,1.00
663,2373,0,2.79E-07,0,0,1.00E-11,0,1.000010725,1.000035876,1.000034686,2.79E-07,1.00E-11,0.00,1.00,0.00,1.00
664,2374,0,2.66E-07,0,0,9.54E-12,0,1.000010725,1.000035876,1.000034686,2.66E-07,9.54E-12,0.00,1.00,0.00,1.00
665,2375,0,2.53E-07,0,0,9.08E-12,0,1.000010725,1.000035876,1.000034686,2.53E-07,9.08E-12,0.00,1.00,0.00,1.00
666,2376,0,2.41E-07,0,0,8.64E-12,0,1.000010725,1.000035876,1.000034686,2.41E-07,8.64E-12,0.00,1.00,0.00,1.00
667,2377,0,2.29E-07,0,0,8.22E-12,0,1.000010725,1.000035876,1.000034686,2.29E-07,8.22E-12,0.00,1.00,0.00,1.00
668,2378,0,2.18E-07,0,0,7.82E-12,0,1.000010725,1.000035876,1.000034686,2.18E-07,7.82E-12,0.00,1.00,0.00,1.00
669,2379,0,2.08E-07,0,0,7.45E-12,0,1.000010725,1.000035876,1.000034686,2.08E-07,7.45E-12,0.00,1.00,0.00,1.00
670,2380,0,1.98E-07,0,0,7.09E-12,0,1.000010725,1.000035876,1.000034686,1.98E-07,7.09E-12,0.00,1.00,0.00,1.00
671,2381,0,1.88E-07,0,0,6.74E-12,0,1.000010725,1.000035876,1.000034686,1.88E-07,6.74E-12,0.00,1.00,0.00,1.00
672,2382,0,1.79E-07,0,0,6.42E-12,0,1.000010725,1.000035876,1.000034686,1.79E-07,6.42E-12,0.00,1.00,0.00,1.00
673,2383,0,1.70E-07,0,0,6.11E-12,0,1.000010725,1.000035876,1.000034686,1.70E-07,6.11E-12,0.00,1.00,0.00,1.00
674,2384,0,1.62E-07,0,0,5.81E-12,0,1.000010725,1.000035876,1.000034686,1.62E-07,5.81E-12,0.00,1.00,0.00,1.00
675,2385,0,1.54E-07,0,0,5.53E-12,0,1.000010725,1.000035876,1.000034686,1.54E-07,5.53E-12,0.00,1.00,0.00,1.00
676,2386,0,1.47E-07,0,0,5.27E-12,0,1.000010725,1.000035876,1.000034686,1.47E-07,5.27E-12,0.00,1.00,0.00,1.00
677,2387,0,1.40E-07,0,0,5.01E-12,0,1.000010725,1.000035876,1.000034686,1.40E-07,5.01E-12,0.00,1.00,0.00,1.00
678,2388,0,1.33E-07,0,0,4.77E-12,0,1.000010725,1.000035876,1.000034686,1.33E-07,4.77E-12,0.00,1.00,0.00,1.00
679,2389,0,1.27E-07,0,0,4.54E-12,0,1.000010725,1.000035876,1.000034686,1.27E-07,4.54E-12,0.00,1.00,0.00,1.00
680,2390,0,1.20E-07,0,0,4.32E-12,0,1.000010725,1.000035876,1.000034686,1.20E-07,4.32E-12,0.00,1.00,0.00,1.00
681,2391,0,1.15E-07,0,0,4.11E-12,0,1.000010725,1.000035876,1.000034686,1.15E-07,4.11E-12,0.00,1.00,0.00,1.00
682,2392,0,1.09E-07,0,0,3.91E-12,0,1.000010725,1.000035876,1.000034686,1.09E-07,3.91E-12,0.00,1.00,0.00,1.00
683,2393,0,1.04E-07,0,0,3.72E-12,0,1.000010725,1.000035876,1.000034686,1.04E-07,3.72E-12,0.00,1.00,0.00,1.00
684,2394,0,9.88E-08,0,0,3.54E-12,0,1.000010725,1.000035875,1.000034686,9.88E-08,3.54E-12,0.00,1.00,0.00,1.00
685,2395,0,9.40E-08,0,0,3.37E-12,0,1.000010725,1.000035875,1.000034686,9.40E-08,3.37E-12,0.00,1.00,0.00,1.00
686,2396,0,8.95E-08,0,0,3.21E-12,0,1.000010725,1.000035875,1.000034686,8.95E-08,3.21E-12,0.00,1.00,0.00,1.00
687,2397,0,8.51E-08,0,0,3.05E-12,0,1.000010725,1.000035875,1.000034686,8.51E-08,3.05E-12,0.00,1.00,0.00,1.00
688,2398,0,8.10E-08,0,0,2.91E-12,0,1.000010725,1.000035875,1.000034686,8.10E-08,2.91E-12,0.00,1.00,0.00,1.00
689,2399,0,7.71E-08,0,0,2.77E-12,0,1.000010725,1.000035875,1.000034686,7.71E-08,2.77E-12,0.00,1.00,0.00,1.00
690,2400,0,5.87E-08,0,0,2.11E-12,0,1.000010725,1.000035875,1.000034686,5.87E-08,2.11E-12,0.00,1.00,0.00,1.00
691,2401,0,2.31E-08,0,0,8.28E-13,0,1.000010725,1.000035875,1.000034686,2.31E-08,8.28E-13,0.00,1.00,0.00,1.00
692,2402,0,3.03E-09,0,0,1.09E-13,0,1.000010725,1.000035875,1.000034686,3.03E-09,1.09E-13,0.00,1.00,0.00,1.00
693,2403,0,0,0,0,0,0,1.000010725,1.000035875,1.000034686,0.00E+00,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
694,2404,0,0,0,0,0,0,1.000010725,1.000035875,1.000034686,0.00E+00,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
695,2405,0,0,0,0,0,0,1.000010725,1.000035875,1.000034686,0.00E+00,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
